ic,family,run,init,amp_K,lead_hr,stat,pole,value,p_hPa,r_km
axisym,dq_latent,sweepdql_3K_24h_init2025092100,2025092100,3.0,24,p95,upperlevel,-0.520856,297.21,152.18
axisym,dq_latent,sweepdql_3K_24h_init2025092100,2025092100,3.0,24,p90,upperlevel,-0.422417,315.19,155.76
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,max,lowlevel,0.44026,700.0,0.0
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,p95,lowlevel,0.231244,768.21,47.5
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,p90,lowlevel,0.144658,786.17,54.19
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,max,upperlevel,-1.000642,300.0,168.47
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,p95,upperlevel,-0.48919,278.71,171.46
axisym,dq_latent,sweepdql_3K_24h_init2025092200,2025092200,3.0,24,p90,upperlevel,-0.390186,301.45,174.93
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,max,lowlevel,0.551895,850.0,26.92
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,p95,lowlevel,0.309157,842.54,46.7
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,p90,lowlevel,0.221017,841.66,55.5
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,max,upperlevel,-0.873243,400.0,260.17
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,p95,upperlevel,-0.44059,383.19,216.18
axisym,dq_latent,sweepdql_3p5K_24h_init2025091700,2025091700,3.5,24,p90,upperlevel,-0.332822,349.09,202.71
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,max,lowlevel,0.788892,700.0,38.46
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,p95,lowlevel,0.361736,786.89,43.27
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,p90,lowlevel,0.219548,799.34,52.47
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,max,upperlevel,-1.087609,300.0,168.68
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,p95,upperlevel,-0.719382,282.96,143.46
axisym,dq_latent,sweepdql_3p5K_24h_init2025092000,2025092000,3.5,24,p90,upperlevel,-0.589967,317.74,156.15
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,max,lowlevel,0.857013,700.0,55.66
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,p95,lowlevel,0.548232,759.66,53.45
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,p90,lowlevel,0.352713,773.34,59.14
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,max,upperlevel,-1.126086,300.0,161.66
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,p95,upperlevel,-0.595094,295.79,150.61
axisym,dq_latent,sweepdql_3p5K_24h_init2025092100,2025092100,3.5,24,p90,upperlevel,-0.483511,317.7,155.17
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,max,lowlevel,0.520253,700.0,0.0
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,p95,lowlevel,0.267516,769.14,46.97
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,p90,lowlevel,0.166674,786.25,53.95
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,max,upperlevel,-1.093504,300.0,168.47
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,p95,upperlevel,-0.564618,282.24,175.22
axisym,dq_latent,sweepdql_3p5K_24h_init2025092200,2025092200,3.5,24,p90,upperlevel,-0.447232,303.37,177.6
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,max,lowlevel,0.611922,850.0,26.92
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,p95,lowlevel,0.341599,849.52,45.63
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,p90,lowlevel,0.244434,847.23,54.7
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,max,upperlevel,-1.101325,400.0,260.17
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,p95,upperlevel,-0.509672,386.67,220.94
axisym,dq_latent,sweepdql_4K_24h_init2025091700,2025091700,4.0,24,p90,upperlevel,-0.375866,351.22,207.09
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,max,lowlevel,0.878903,700.0,38.46
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,p95,lowlevel,0.398724,787.52,43.19
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,p90,lowlevel,0.240865,799.87,52.16
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,max,upperlevel,-1.197638,300.0,168.68
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,p95,upperlevel,-0.790216,284.71,144.34
axisym,dq_latent,sweepdql_4K_24h_init2025092000,2025092000,4.0,24,p90,upperlevel,-0.648693,318.25,155.15
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,max,lowlevel,0.959563,700.0,61.66
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,p95,lowlevel,0.606152,762.12,52.54
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,p90,lowlevel,0.386369,774.22,58.4
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,max,upperlevel,-1.265605,300.0,161.66
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,p95,upperlevel,-0.663313,300.8,149.63
axisym,dq_latent,sweepdql_4K_24h_init2025092100,2025092100,4.0,24,p90,upperlevel,-0.540377,321.83,155.0
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,max,lowlevel,0.599333,700.0,0.0
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,p95,lowlevel,0.302195,767.07,46.93
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,p90,lowlevel,0.187677,785.71,53.88
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,max,upperlevel,-1.159928,300.0,168.47
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,p95,upperlevel,-0.632177,287.02,176.56
axisym,dq_latent,sweepdql_4K_24h_init2025092200,2025092200,4.0,24,p90,upperlevel,-0.497634,306.2,178.68
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,max,lowlevel,0.650549,850.0,38.72
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,p95,lowlevel,0.363849,852.94,44.98
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,p90,lowlevel,0.260137,851.31,53.84
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,max,upperlevel,-1.20808,400.0,260.17
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,p95,upperlevel,-0.547024,390.54,223.95
axisym,dq_latent,sweepdql_4p5K_24h_init2025091700,2025091700,4.5,24,p90,upperlevel,-0.40362,351.86,210.13
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,max,lowlevel,0.962928,700.0,38.46
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,p95,lowlevel,0.432849,787.79,43.11
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,p90,lowlevel,0.260058,800.71,52.14
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,max,upperlevel,-1.282198,300.0,168.68
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,p95,upperlevel,-0.843905,284.7,144.6
axisym,dq_latent,sweepdql_4p5K_24h_init2025092000,2025092000,4.5,24,p90,upperlevel,-0.698762,320.72,153.99
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,max,lowlevel,1.060738,700.0,61.66
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,p95,lowlevel,0.657989,762.8,52.15
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,p90,lowlevel,0.415848,775.59,57.95
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,max,upperlevel,-1.389074,300.0,161.66
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,p95,upperlevel,-0.726444,302.23,149.17
axisym,dq_latent,sweepdql_4p5K_24h_init2025092100,2025092100,4.5,24,p90,upperlevel,-0.593902,322.55,154.87
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,max,lowlevel,0.675686,700.0,0.0
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,p95,lowlevel,0.335615,766.03,46.95
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,p90,lowlevel,0.207828,785.71,53.69
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,max,upperlevel,-1.276714,250.0,179.6
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,p95,upperlevel,-0.689667,290.73,178.0
axisym,dq_latent,sweepdql_4p5K_24h_init2025092200,2025092200,4.5,24,p90,upperlevel,-0.541147,305.98,180.65
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,max,lowlevel,0.7166,850.0,38.72
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,p95,lowlevel,0.384339,854.46,45.39
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,p90,lowlevel,0.276637,852.98,54.36
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,max,upperlevel,-1.277527,400.0,236.8
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,p95,upperlevel,-0.567433,393.25,223.49
axisym,dq_latent,sweepdql_5K_24h_init2025091700,2025091700,5.0,24,p90,upperlevel,-0.427838,356.33,208.03
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,max,lowlevel,1.039856,700.0,38.46
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,p95,lowlevel,0.464928,790.14,42.79
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,p90,lowlevel,0.277932,802.06,51.74
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,max,upperlevel,-1.350281,300.0,168.68
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,p95,upperlevel,-0.885589,287.98,146.06
axisym,dq_latent,sweepdql_5K_24h_init2025092000,2025092000,5.0,24,p90,upperlevel,-0.741697,322.77,155.59
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,max,lowlevel,1.155147,700.0,61.66
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,p95,lowlevel,0.7037,763.55,51.79
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,p90,lowlevel,0.441593,776.91,57.5
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,max,upperlevel,-1.504051,300.0,159.25
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,p95,upperlevel,-0.785376,303.36,147.82
axisym,dq_latent,sweepdql_5K_24h_init2025092100,2025092100,5.0,24,p90,upperlevel,-0.644301,324.66,154.46
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,max,lowlevel,0.748636,700.0,0.0
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,p95,lowlevel,0.367746,767.02,46.73
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,p90,lowlevel,0.227476,785.23,53.54
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,max,upperlevel,-1.401548,250.0,179.6
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,p95,upperlevel,-0.739157,294.32,179.28
axisym,dq_latent,sweepdql_5K_24h_init2025092200,2025092200,5.0,24,p90,upperlevel,-0.580109,310.26,182.27
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,max,lowlevel,0.777248,850.0,38.72
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,p95,lowlevel,0.411506,852.52,45.91
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,p90,lowlevel,0.297857,852.6,54.51
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,max,upperlevel,-1.335346,400.0,236.8
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,p95,upperlevel,-0.595442,397.57,218.52
axisym,dq_latent,sweepdql_5p5K_24h_init2025091700,2025091700,5.5,24,p90,upperlevel,-0.455516,359.58,201.08
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,max,lowlevel,1.108813,700.0,38.46
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,p95,lowlevel,0.494432,791.24,42.47
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,p90,lowlevel,0.294675,802.99,51.19
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,max,upperlevel,-1.408253,300.0,168.68
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,p95,upperlevel,-0.92268,289.75,151.11
axisym,dq_latent,sweepdql_5p5K_24h_init2025092000,2025092000,5.5,24,p90,upperlevel,-0.777931,319.83,158.61
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,max,lowlevel,1.242952,700.0,61.66
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,p95,lowlevel,0.743859,764.37,51.44
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,p90,lowlevel,0.464173,777.83,56.94
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,max,upperlevel,-1.625795,300.0,159.25
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,p95,upperlevel,-0.839652,308.0,147.82
axisym,dq_latent,sweepdql_5p5K_24h_init2025092100,2025092100,5.5,24,p90,upperlevel,-0.692774,327.77,154.71
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,max,lowlevel,0.818361,700.0,0.0
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,p95,lowlevel,0.398304,767.62,46.67
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,p90,lowlevel,0.246492,784.57,53.52
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,max,upperlevel,-1.51311,250.0,179.6
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,p95,upperlevel,-0.783005,295.25,179.38
axisym,dq_latent,sweepdql_5p5K_24h_init2025092200,2025092200,5.5,24,p90,upperlevel,-0.61667,313.05,182.59
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,max,lowlevel,0.818943,850.0,38.72
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,p95,lowlevel,0.437484,853.44,46.91
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,p90,lowlevel,0.318459,855.36,54.92
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,max,upperlevel,-1.398351,400.0,236.8
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,p95,upperlevel,-0.643168,402.11,211.21
axisym,dq_latent,sweepdql_6K_24h_init2025091700,2025091700,6.0,24,p90,upperlevel,-0.481806,361.68,197.01
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,max,lowlevel,1.168285,700.0,38.46
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,p95,lowlevel,0.521266,793.04,42.56
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,p90,lowlevel,0.310164,804.59,50.51
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,max,upperlevel,-1.452744,300.0,168.68
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,p95,upperlevel,-0.954778,294.73,155.55
axisym,dq_latent,sweepdql_6K_24h_init2025092000,2025092000,6.0,24,p90,upperlevel,-0.80757,321.61,159.66
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,max,lowlevel,1.324026,700.0,61.66
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,p95,lowlevel,0.779382,766.45,50.74
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,p90,lowlevel,0.484001,779.02,56.51
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,max,upperlevel,-1.740355,300.0,159.25
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,p95,upperlevel,-0.889691,311.5,148.21
axisym,dq_latent,sweepdql_6K_24h_init2025092100,2025092100,6.0,24,p90,upperlevel,-0.738345,331.5,155.21
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,max,lowlevel,0.884494,700.0,0.0
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,p95,lowlevel,0.427568,767.31,46.61
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,p90,lowlevel,0.264703,783.98,53.36
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,max,upperlevel,-1.608647,250.0,179.6
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,p95,upperlevel,-0.82218,298.19,178.96
axisym,dq_latent,sweepdql_6K_24h_init2025092200,2025092200,6.0,24,p90,upperlevel,-0.649844,315.66,182.08
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,max,lowlevel,0.861636,850.0,38.72
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,p95,lowlevel,0.4675,853.96,46.58
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,p90,lowlevel,0.34163,853.4,55.19
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,max,upperlevel,-1.354085,400.0,260.17
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,p95,upperlevel,-0.672432,406.3,208.32
axisym,dq_latent,sweepdql_6p5K_24h_init2025091700,2025091700,6.5,24,p90,upperlevel,-0.503794,366.42,193.83
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,max,lowlevel,1.218699,700.0,38.46
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,p95,lowlevel,0.545979,793.91,42.51
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,p90,lowlevel,0.324922,806.02,50.37
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,max,upperlevel,-1.474203,300.0,168.68
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,p95,upperlevel,-0.980276,296.82,157.98
axisym,dq_latent,sweepdql_6p5K_24h_init2025092000,2025092000,6.5,24,p90,upperlevel,-0.830507,322.82,160.06
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,max,lowlevel,1.397863,700.0,61.66
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,p95,lowlevel,0.811545,767.41,50.41
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,p90,lowlevel,0.502078,780.51,56.25
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,max,upperlevel,-1.844754,300.0,159.25
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,p95,upperlevel,-0.936544,316.47,148.46
axisym,dq_latent,sweepdql_6p5K_24h_init2025092100,2025092100,6.5,24,p90,upperlevel,-0.781189,335.61,155.08
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,max,lowlevel,0.947189,700.0,0.0
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,p95,lowlevel,0.455164,767.06,46.65
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,p90,lowlevel,0.282119,784.48,53.32
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,max,upperlevel,-1.687266,250.0,179.6
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,p95,upperlevel,-0.857397,301.48,179.83
axisym,dq_latent,sweepdql_6p5K_24h_init2025092200,2025092200,6.5,24,p90,upperlevel,-0.67945,316.55,182.51
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,max,lowlevel,0.910286,850.0,38.72
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,p95,lowlevel,0.500092,854.59,45.67
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,p90,lowlevel,0.36714,848.57,54.73
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,max,upperlevel,-1.508787,400.0,213.21
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,p95,upperlevel,-0.731963,422.27,207.75
axisym,dq_latent,sweepdql_7K_24h_init2025091700,2025091700,7.0,24,p90,upperlevel,-0.542042,379.25,194.45
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,max,lowlevel,1.262676,700.0,38.46
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,p95,lowlevel,0.569167,794.83,42.51
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,p90,lowlevel,0.339425,807.31,50.47
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,max,upperlevel,-1.473298,300.0,168.68
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,p95,upperlevel,-0.998415,302.19,158.8
axisym,dq_latent,sweepdql_7K_24h_init2025092000,2025092000,7.0,24,p90,upperlevel,-0.847392,325.05,160.29
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,max,lowlevel,1.464144,700.0,61.66
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,p95,lowlevel,0.840748,770.69,49.63
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,p90,lowlevel,0.519072,781.32,56.05
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,max,upperlevel,-1.933016,300.0,159.25
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,p95,upperlevel,-0.979853,321.53,149.05
axisym,dq_latent,sweepdql_7K_24h_init2025092100,2025092100,7.0,24,p90,upperlevel,-0.820099,338.64,156.24
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,max,lowlevel,1.007065,700.0,0.0
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,p95,lowlevel,0.481146,768.35,46.46
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,p90,lowlevel,0.298773,783.43,53.37
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,max,upperlevel,-1.750707,250.0,179.6
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,p95,upperlevel,-0.888757,307.78,180.71
axisym,dq_latent,sweepdql_7K_24h_init2025092200,2025092200,7.0,24,p90,upperlevel,-0.706325,319.07,183.31
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,max,lowlevel,0.948886,850.0,38.72
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,p95,lowlevel,0.53207,847.01,44.84
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,p90,lowlevel,0.392706,845.31,54.31
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,max,upperlevel,-1.621105,400.0,213.21
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,p95,upperlevel,-0.766402,425.98,207.96
axisym,dq_latent,sweepdql_7p5K_24h_init2025091700,2025091700,7.5,24,p90,upperlevel,-0.553062,395.79,198.13
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,max,lowlevel,1.302371,700.0,38.46
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,p95,lowlevel,0.591744,797.15,42.58
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,p90,lowlevel,0.353798,808.67,50.63
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,max,upperlevel,-1.483116,300.0,184.99
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,p95,upperlevel,-1.012986,306.85,159.91
axisym,dq_latent,sweepdql_7p5K_24h_init2025092000,2025092000,7.5,24,p90,upperlevel,-0.861155,328.59,160.48
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,max,lowlevel,1.52288,700.0,61.66
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,p95,lowlevel,0.868158,772.66,49.28
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,p90,lowlevel,0.535012,782.17,55.85
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,max,upperlevel,-2.005082,300.0,159.25
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,p95,upperlevel,-1.019242,329.64,151.61
axisym,dq_latent,sweepdql_7p5K_24h_init2025092100,2025092100,7.5,24,p90,upperlevel,-0.855705,342.85,157.59
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,max,lowlevel,1.064121,700.0,0.0
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,p95,lowlevel,0.505861,769.21,46.36
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,p90,lowlevel,0.314336,783.88,53.55
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,max,upperlevel,-1.802276,250.0,179.6
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,p95,upperlevel,-0.916848,311.21,180.02
axisym,dq_latent,sweepdql_7p5K_24h_init2025092200,2025092200,7.5,24,p90,upperlevel,-0.731265,322.49,183.97
