ic,family,run,init,amp_K,lead_hr,stat,pole,value,p_hPa,r_km
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092000,2025092000,1.0,24,p95,lowlevel,0.002765,787.95,69.45
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092000,2025092000,1.0,24,p90,lowlevel,0.001965,811.71,83.22
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092000,2025092000,1.0,24,max,upperlevel,-0.010636,300.0,59.93
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092000,2025092000,1.0,24,p95,upperlevel,-0.006627,278.25,83.65
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092000,2025092000,1.0,24,p90,upperlevel,-0.005206,291.57,108.08
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,max,lowlevel,0.003248,850.0,114.44
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,p95,lowlevel,0.001538,845.96,114.35
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,p90,lowlevel,0.001178,851.34,134.95
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,max,upperlevel,-0.013077,200.0,59.94
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,p95,upperlevel,-0.007323,230.42,100.39
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092100,2025092100,1.0,24,p90,upperlevel,-0.005716,246.57,125.6
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,max,lowlevel,0.004024,700.0,83.49
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,p95,lowlevel,0.001649,731.12,94.95
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,p90,lowlevel,0.001186,764.79,100.05
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,max,upperlevel,-0.006318,300.0,61.65
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,p95,upperlevel,-0.002993,280.96,106.87
axisym,dq_offcore,sweepdqoff_1K_24h_init2025092200,2025092200,1.0,24,p90,upperlevel,-0.002417,305.72,132.42
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,max,lowlevel,0.001767,850.0,99.35
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,p95,lowlevel,0.000964,873.52,133.61
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,p90,lowlevel,0.000803,886.03,154.0
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,max,upperlevel,-0.008185,400.0,121.23
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,p95,upperlevel,-0.004673,360.42,189.48
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025091700,2025091700,1.5,24,p90,upperlevel,-0.003471,351.25,190.76
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,max,lowlevel,0.010283,700.0,61.66
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,p95,lowlevel,0.004263,787.3,67.84
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,p90,lowlevel,0.003025,810.91,82.83
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,max,upperlevel,-0.016411,300.0,59.93
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,p95,upperlevel,-0.010217,276.13,81.32
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092000,2025092000,1.5,24,p90,upperlevel,-0.007989,289.37,105.76
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,max,lowlevel,0.005166,850.0,114.44
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,p95,lowlevel,0.002405,847.25,113.21
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,p90,lowlevel,0.001825,850.11,136.5
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,max,upperlevel,-0.019177,200.0,59.94
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,p95,upperlevel,-0.011022,230.86,100.76
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092100,2025092100,1.5,24,p90,upperlevel,-0.008642,247.67,126.32
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,max,lowlevel,0.006012,700.0,83.49
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,p95,lowlevel,0.002479,729.71,95.71
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,p90,lowlevel,0.001782,764.04,99.78
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,max,upperlevel,-0.009437,300.0,61.65
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,p95,upperlevel,-0.004523,280.17,107.24
axisym,dq_offcore,sweepdqoff_1p5K_24h_init2025092200,2025092200,1.5,24,p90,upperlevel,-0.003648,302.23,131.04
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,max,lowlevel,0.002351,850.0,99.35
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,p95,lowlevel,0.001282,865.87,131.88
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,p90,lowlevel,0.001066,882.81,153.13
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,max,upperlevel,-0.011196,400.0,85.43
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,p95,upperlevel,-0.006113,361.06,187.66
axisym,dq_offcore,sweepdqoff_2K_24h_init2025091700,2025091700,2.0,24,p90,upperlevel,-0.004564,354.79,190.57
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,max,lowlevel,0.013633,700.0,61.66
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,p95,lowlevel,0.005673,787.06,68.94
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,p90,lowlevel,0.004029,810.76,82.92
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,max,upperlevel,-0.021803,300.0,59.93
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,p95,upperlevel,-0.013666,275.32,81.1
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092000,2025092000,2.0,24,p90,upperlevel,-0.010658,288.95,105.07
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,max,lowlevel,0.007182,850.0,114.44
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,p95,lowlevel,0.003337,844.86,114.15
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,p90,lowlevel,0.002513,849.26,137.37
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,max,upperlevel,-0.025071,200.0,59.94
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,p95,upperlevel,-0.014775,231.31,101.28
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092100,2025092100,2.0,24,p90,upperlevel,-0.011647,249.97,126.62
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,max,lowlevel,0.007925,700.0,83.49
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,p95,lowlevel,0.003312,730.93,95.39
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,p90,lowlevel,0.002384,764.1,100.03
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,max,upperlevel,-0.012714,300.0,61.65
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,p95,upperlevel,-0.006203,277.03,101.29
axisym,dq_offcore,sweepdqoff_2K_24h_init2025092200,2025092200,2.0,24,p90,upperlevel,-0.005011,296.46,128.47
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,max,lowlevel,0.002894,850.0,99.35
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,p95,lowlevel,0.001584,861.82,132.5
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,p90,lowlevel,0.001318,882.3,153.51
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,max,upperlevel,-0.014307,400.0,121.23
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,p95,upperlevel,-0.007652,363.27,186.02
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025091700,2025091700,2.5,24,p90,upperlevel,-0.00572,354.63,190.75
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,max,lowlevel,0.016974,700.0,61.66
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,p95,lowlevel,0.007094,785.97,68.56
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,p90,lowlevel,0.005031,810.42,82.68
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,max,upperlevel,-0.026962,300.0,59.93
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,p95,upperlevel,-0.017076,272.8,79.51
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092000,2025092000,2.5,24,p90,upperlevel,-0.013275,287.82,104.09
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,max,lowlevel,0.00929,850.0,114.44
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,p95,lowlevel,0.004282,845.71,113.07
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,p90,lowlevel,0.003198,846.34,136.76
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,max,upperlevel,-0.030693,200.0,59.94
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,p95,upperlevel,-0.018418,233.89,101.26
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092100,2025092100,2.5,24,p90,upperlevel,-0.014599,251.2,126.6
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,max,lowlevel,0.009956,700.0,83.49
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,p95,lowlevel,0.004162,729.43,95.6
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,p90,lowlevel,0.00299,763.42,100.77
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,max,upperlevel,-0.015993,300.0,61.65
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,p95,upperlevel,-0.007753,276.76,102.52
axisym,dq_offcore,sweepdqoff_2p5K_24h_init2025092200,2025092200,2.5,24,p90,upperlevel,-0.006275,297.91,129.53
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,max,lowlevel,0.003392,850.0,99.35
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,p95,lowlevel,0.001876,867.81,135.81
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,p90,lowlevel,0.001563,881.77,153.69
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,max,upperlevel,-0.017929,400.0,121.23
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,p95,upperlevel,-0.009276,365.2,185.28
axisym,dq_offcore,sweepdqoff_3K_24h_init2025091700,2025091700,3.0,24,p90,upperlevel,-0.00693,356.38,190.92
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,max,lowlevel,0.020078,700.0,61.66
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,p95,lowlevel,0.008436,785.54,67.56
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,p90,lowlevel,0.005975,810.04,82.6
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,max,upperlevel,-0.031448,200.0,59.93
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,p95,upperlevel,-0.020122,272.09,78.66
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092000,2025092000,3.0,24,p90,upperlevel,-0.015619,286.14,103.29
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,max,lowlevel,0.01157,850.0,114.44
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,p95,lowlevel,0.005302,843.83,113.12
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,p90,lowlevel,0.003926,846.22,137.28
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,max,upperlevel,-0.03605,200.0,59.94
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,p95,upperlevel,-0.022116,235.73,103.52
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092100,2025092100,3.0,24,p90,upperlevel,-0.01761,253.59,127.57
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,max,lowlevel,0.011891,700.0,83.49
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,p95,lowlevel,0.004987,729.46,95.5
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,p90,lowlevel,0.003583,763.4,100.68
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,max,upperlevel,-0.019176,300.0,61.65
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,p95,upperlevel,-0.00932,275.8,103.38
axisym,dq_offcore,sweepdqoff_3K_24h_init2025092200,2025092200,3.0,24,p90,upperlevel,-0.007538,296.48,129.33
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,max,lowlevel,0.003867,850.0,99.35
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,p95,lowlevel,0.002152,866.6,136.45
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,p90,lowlevel,0.001795,881.92,155.26
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,max,upperlevel,-0.021496,400.0,121.23
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,p95,upperlevel,-0.01085,365.6,185.2
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025091700,2025091700,3.5,24,p90,upperlevel,-0.008104,357.48,191.8
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,max,lowlevel,0.023228,700.0,61.66
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,p95,lowlevel,0.009766,785.13,67.57
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,p90,lowlevel,0.006892,809.45,82.45
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,max,upperlevel,-0.037277,200.0,59.93
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,p95,upperlevel,-0.023235,271.05,77.92
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092000,2025092000,3.5,24,p90,upperlevel,-0.018009,283.36,102.65
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,max,lowlevel,0.013896,850.0,114.44
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,p95,lowlevel,0.006345,842.12,114.23
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,p90,lowlevel,0.004673,847.26,137.94
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,max,upperlevel,-0.041345,200.0,59.94
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,p95,upperlevel,-0.02592,238.06,105.43
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092100,2025092100,3.5,24,p90,upperlevel,-0.020733,255.44,128.88
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,max,lowlevel,0.013903,700.0,83.49
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,p95,lowlevel,0.005842,728.07,95.71
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,p90,lowlevel,0.004191,763.35,100.06
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,max,upperlevel,-0.022607,300.0,61.65
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,p95,upperlevel,-0.01096,275.87,103.02
axisym,dq_offcore,sweepdqoff_3p5K_24h_init2025092200,2025092200,3.5,24,p90,upperlevel,-0.008841,296.39,127.97
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,max,lowlevel,0.004342,850.0,99.35
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,p95,lowlevel,0.002424,866.31,136.44
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,p90,lowlevel,0.002023,880.39,154.0
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,max,upperlevel,-0.025188,400.0,121.23
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,p95,upperlevel,-0.01247,365.86,185.28
axisym,dq_offcore,sweepdqoff_4K_24h_init2025091700,2025091700,4.0,24,p90,upperlevel,-0.009318,357.08,191.19
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,max,lowlevel,0.026043,700.0,61.66
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,p95,lowlevel,0.010957,784.75,67.58
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,p90,lowlevel,0.007712,810.4,81.1
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,max,upperlevel,-0.042751,200.0,59.93
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,p95,upperlevel,-0.025981,270.56,77.75
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092000,2025092000,4.0,24,p90,upperlevel,-0.020127,284.1,102.78
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,max,lowlevel,0.016354,850.0,114.44
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,p95,lowlevel,0.007435,846.06,113.13
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,p90,lowlevel,0.005456,848.21,138.96
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,max,upperlevel,-0.046322,200.0,59.94
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,p95,upperlevel,-0.02967,242.66,108.02
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092100,2025092100,4.0,24,p90,upperlevel,-0.023827,257.94,129.6
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,max,lowlevel,0.015861,700.0,83.49
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,p95,lowlevel,0.006689,729.38,95.1
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,p90,lowlevel,0.004796,761.52,99.47
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,max,upperlevel,-0.026074,300.0,61.65
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,p95,upperlevel,-0.012668,275.31,102.71
axisym,dq_offcore,sweepdqoff_4K_24h_init2025092200,2025092200,4.0,24,p90,upperlevel,-0.010199,289.37,126.66
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,max,lowlevel,0.00479,850.0,99.35
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,p95,lowlevel,0.002689,865.93,136.75
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,p90,lowlevel,0.002246,880.03,155.12
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,max,upperlevel,-0.028452,400.0,121.23
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,p95,upperlevel,-0.013975,365.47,185.45
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025091700,2025091700,4.5,24,p90,upperlevel,-0.010474,355.73,190.88
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,max,lowlevel,0.02867,700.0,61.66
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,p95,lowlevel,0.012041,785.11,67.69
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,p90,lowlevel,0.008448,811.05,80.45
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,max,upperlevel,-0.048635,200.0,59.93
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,p95,upperlevel,-0.0287,268.58,78.52
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092000,2025092000,4.5,24,p90,upperlevel,-0.022205,284.26,101.44
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,max,lowlevel,0.018731,850.0,114.44
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,p95,lowlevel,0.008484,848.77,113.85
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,p90,lowlevel,0.00622,848.69,138.44
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,max,upperlevel,-0.05106,200.0,59.94
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,p95,upperlevel,-0.033533,248.69,110.38
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092100,2025092100,4.5,24,p90,upperlevel,-0.026972,259.34,130.23
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,max,lowlevel,0.017868,700.0,83.49
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,p95,lowlevel,0.007549,728.6,95.16
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,p90,lowlevel,0.005404,760.54,99.77
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,max,upperlevel,-0.029597,300.0,61.65
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,p95,upperlevel,-0.01442,275.21,102.49
axisym,dq_offcore,sweepdqoff_4p5K_24h_init2025092200,2025092200,4.5,24,p90,upperlevel,-0.011604,288.85,124.79
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,max,lowlevel,0.005211,850.0,99.35
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,p95,lowlevel,0.002935,862.91,136.79
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,p90,lowlevel,0.002455,876.33,155.77
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,max,upperlevel,-0.032284,400.0,121.23
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,p95,upperlevel,-0.015526,365.62,185.16
axisym,dq_offcore,sweepdqoff_5K_24h_init2025091700,2025091700,5.0,24,p90,upperlevel,-0.011637,355.89,190.84
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,max,lowlevel,0.031118,700.0,61.66
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,p95,lowlevel,0.013052,784.78,67.17
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,p90,lowlevel,0.009128,810.82,80.67
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,max,upperlevel,-0.054145,200.0,59.93
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,p95,upperlevel,-0.031229,268.76,78.36
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092000,2025092000,5.0,24,p90,upperlevel,-0.024145,283.11,101.56
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,max,lowlevel,0.021173,850.0,114.44
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,p95,lowlevel,0.009554,850.23,113.81
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,p90,lowlevel,0.007002,848.96,136.72
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,max,upperlevel,-0.055908,200.0,59.94
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,p95,upperlevel,-0.037557,249.81,112.62
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092100,2025092100,5.0,24,p90,upperlevel,-0.03025,261.43,130.65
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,max,lowlevel,0.019746,700.0,83.49
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,p95,lowlevel,0.008371,728.65,94.49
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,p90,lowlevel,0.005993,760.5,99.51
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,max,upperlevel,-0.032879,300.0,61.65
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,p95,upperlevel,-0.015968,275.27,102.57
axisym,dq_offcore,sweepdqoff_5K_24h_init2025092200,2025092200,5.0,24,p90,upperlevel,-0.012847,287.24,125.83
axisym,dq_offcore,sweepdqoff_5p5K_24h_init2025091700,2025091700,5.5,24,max,lowlevel,0.005532,850.0,99.35
axisym,dq_offcore,sweepdqoff_5p5K_24h_init2025091700,2025091700,5.5,24,p95,lowlevel,0.003147,868.85,139.49
axisym,dq_offcore,sweepdqoff_5p5K_24h_init2025091700,2025091700,5.5,24,p90,lowlevel,0.00264,878.32,157.28
axisym,dq_offcore,sweepdqoff_5p5K_24h_init2025091700,2025091700,5.5,24,max,upperlevel,-0.035838,400.0,121.23
axisym,dq_offcore,sweepdqoff_5p5K_24h_init2025091700,2025091700,5.5,24,p95,upperlevel,-0.017088,362.83,186.02
